GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
argouml-app,org.argouml.ui.explorer,DnDExplorerTree.DnDTreeSelectionListener,13,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.RenameDocumentListener,47,0,4,0,14,0,7,0,5,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,TypeThenNameOrder,105,0,28,0,33,0,17,0,3,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.RemovePerspectiveListener,43,0,4,0,9,0,4,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerEventAdaptor.new Runnable() {...},23,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.MoveUpListener,58,0,2,0,10,0,3,0,2,0
argouml-app,org.argouml.ui.explorer,DnDExplorerTree.ArgoDropTargetListener,707,0,98,0,205,0,57,0,8,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator,1179,0,24,0,261,0,26,0,14,0
argouml-app,org.argouml.ui.explorer,ExplorerPopup.ActionCreateAssociationRole,74,0,2,0,17,0,3,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerPerspective,51,0,0,0,16,0,8,0,8,0
argouml-app,org.argouml.ui.explorer,ExplorerPopup.OrderedMenu,16,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.DuplicatePerspectiveListener,44,0,2,0,11,0,3,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.MoveDownListener,64,0,2,0,10,0,3,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.LibraryListSelectionListener,32,0,6,0,7,0,5,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerTree,258,0,30,0,66,0,23,0,8,0
argouml-app,org.argouml.ui.explorer,NameOrder,90,0,14,0,28,0,12,0,5,0
argouml-app,org.argouml.ui.explorer,ExplorerPopup,1079,0,196,0,247,0,108,0,10,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.OkListener,31,0,2,0,8,0,3,0,2,0
argouml-app,org.argouml.notation.providers,ClassifierRoleNotation,8,26,1,3,2,8,1,3,0,2
argouml-app,org.argouml.notation.providers,ComponentInstanceNotation,5,7,1,1,1,3,1,1,0,1
argouml-app,org.argouml.notation.providers,TransitionNotation,0,16,0,2,0,6,0,3,0,2
argouml-app,org.argouml.notation.providers,ActionStateNotation,8,50,1,5,3,12,1,4,0,2
argouml-app,org.argouml.notation.providers,AttributeNotation,61,47,20,6,14,13,13,3,1,2
argouml-app,org.argouml.notation.providers,ExtensionPointNotation,5,7,1,1,1,3,1,1,0,1
argouml-app,org.argouml.notation.providers,MessageNotation,43,107,6,8,6,15,5,4,0,2
argouml-app,org.argouml.notation.providers,OperationNotation,92,65,28,12,23,16,17,6,1,2
argouml-app,org.argouml.notation.providers,ModelElementNameNotation,0,54,0,6,0,10,0,5,0,2
argouml-app,org.argouml.notation.providers,AssociationRoleNotation,30,33,5,3,4,8,4,2,0,2
argouml-app,org.argouml.notation.providers,ObjectNotation,45,31,14,2,13,8,9,2,1,2
argouml-app,org.argouml.notation.providers,AssociationEndNameNotation,108,47,27,3,26,9,16,2,1,2
argouml-app,org.argouml.notation.providers,ObjectFlowStateStateNotation,45,19,4,2,6,7,3,2,0,2
argouml-app,org.argouml.notation.providers,NotationUtilityProviders,28,167,3,19,4,38,4,11,1,3
argouml-app,org.argouml.notation.providers,StateBodyNotation,5,45,1,3,1,14,1,3,0,2
argouml-app,org.argouml.notation.providers,AssociationNameNotation,29,47,3,3,6,9,3,2,0,2
argouml-app,org.argouml.notation.providers,CallStateNotation,31,38,3,3,6,8,2,3,0,2
argouml-app,org.argouml.notation.providers,ObjectFlowStateTypeNotation,5,32,2,2,1,8,2,2,0,2
argouml-app,org.argouml.notation.providers,NodeInstanceNotation,5,52,1,3,1,9,1,3,0,2
argouml-app,org.argouml.notation.providers,MultiplicityNotation,0,7,0,0,0,3,0,1,0,1
argouml-app,org.argouml.notation.providers,EnumerationLiteralNotation,17,40,1,3,2,8,1,3,0,2
argouml-app,org.argouml.profile.internal,ModelUtils,24,31,4,4,4,8,5,1,1,1
argouml-app,org.argouml.profile.internal,ProfileMeta,37,121,2,6,13,34,2,10,0,8
argouml-app,org.argouml.profile.internal,DependencyResolver,8,154,2,16,3,41,2,13,0,6
argouml-app,org.argouml.profile.internal,ProfileUML,85,602,4,10,40,138,4,13,0,10
argouml-app,org.argouml.profile.internal,FormatingStrategyUML,194,170,34,20,52,41,26,13,5,7
argouml-app,org.argouml.profile.internal,ProfileUML.new DefaultTypeStrategy() {...},5,29,1,1,2,7,2,4,1,4
argouml-app,org.argouml.profile.internal,ProfileManagerImpl.new DependencyChecker() {...},18,43,2,2,3,11,2,2,0,2
argouml-app,org.argouml.profile.internal,ProfileManagerImpl,171,657,34,80,35,174,31,50,1,23
argouml-app,org.argouml.uml.diagram.deployment.ui,SelectionNodeInstance,94,0,6,0,16,0,11,0,8,0
argouml-app,org.argouml.uml.diagram.deployment.ui,DeploymentDiagramRenderer,334,13,21,1,81,3,13,2,2,2
argouml-app,org.argouml.uml.diagram.deployment.ui,AbstractFigComponent,116,268,9,1,30,47,11,5,6,5
argouml-app,org.argouml.uml.diagram.deployment.ui,FigComponentInstance,157,24,33,3,50,9,23,3,5,3
argouml-app,org.argouml.uml.diagram.deployment.ui,PropPanelUMLDeploymentDiagram,7,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.deployment.ui,SelectionObject,94,0,6,0,17,0,11,0,8,0
argouml-app,org.argouml.uml.diagram.deployment.ui,FigNodeInstance,76,29,17,5,21,11,13,3,2,3
argouml-app,org.argouml.uml.diagram.deployment.ui,CubePortFigRect,0,130,0,0,0,9,0,2,0,2
argouml-app,org.argouml.uml.diagram.deployment.ui,InitDeploymentDiagram,6,10,0,0,3,4,3,2,3,2
argouml-app,org.argouml.uml.diagram.deployment.ui,FigObject,114,222,20,2,35,48,18,11,7,11
argouml-app,org.argouml.uml.diagram.deployment.ui,SelectionNode,85,0,4,0,14,0,10,0,8,0
argouml-app,org.argouml.uml.diagram.deployment.ui,UMLDeploymentDiagram,728,111,93,9,158,37,75,9,25,8
argouml-app,org.argouml.uml.diagram.deployment.ui,AbstractFigNode,280,223,21,3,46,48,20,9,8,9
argouml-app,org.argouml.uml.diagram.deployment.ui,SelectionComponent,117,0,6,0,19,0,11,0,8,0
argouml-app,org.argouml.uml.diagram.deployment.ui,FigComponent,65,66,16,12,18,21,15,4,3,2
argouml-app,org.argouml.uml.diagram.deployment.ui,SelectionComponentInstance,117,0,6,0,18,0,11,0,8,0
argouml-app,org.argouml.uml.diagram.deployment.ui,DeploymentDiagramPropPanelFactory,4,8,1,1,1,3,1,2,0,2
argouml-app,org.argouml.uml.diagram.deployment.ui,FigMNode,23,6,2,0,8,2,3,1,2,1
argouml-app,org.argouml.uml.diagram.collaboration,CollabDiagramGraphModel,618,19,124,2,169,8,77,3,14,3
argouml-app,org.argouml.uml.ui.foundation.extension_mechanisms,UMLTagDefinitionComboBoxModel,83,147,14,12,19,42,12,13,4,8
argouml-app,org.argouml.uml.ui.foundation.extension_mechanisms,ActionNewStereotype,77,0,10,0,23,0,8,0,3,0
argouml-app,org.argouml.uml.ui.foundation.extension_mechanisms,UMLStereotypeTagDefinitionListModel,29,0,6,0,8,0,6,0,3,0
argouml-app,org.argouml.uml.ui.foundation.extension_mechanisms,ActionNewTagDefinition,78,12,10,0,24,5,6,1,1,1
argouml-app,org.argouml.uml.diagram.ui,ActionNavigateUpFromDiagram,22,7,4,0,8,3,4,2,2,2
argouml-app,org.argouml.uml.diagram.ui,ActionCompartmentDisplay,337,0,50,0,105,0,29,0,4,0
argouml-app,org.argouml.uml.diagram.ui,ActionStereotypeView,45,0,4,0,14,0,6,0,4,0
argouml-app,org.argouml.uml.diagram.ui,AbstractActionRadioMenuItem,75,0,10,0,28,0,8,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigCompartment.FigPort,25,19,6,0,5,8,4,4,1,4
argouml-app,org.argouml.uml.diagram.ui,ActionAddStereotype,78,0,6,0,22,0,7,0,4,0
argouml-app,org.argouml.uml.diagram.ui,ActionVisibilityPackage,32,0,2,0,10,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,ActionVisibilityProtected,32,0,2,0,10,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,UMLDiagramHomeModelComboBoxModel,61,35,8,2,17,12,6,5,2,4
argouml-app,org.argouml.uml.diagram.ui,FigNodeModelElement.new Runnable() {...},37,0,2,0,8,0,3,0,2,0
argouml-app,org.argouml.uml.diagram.ui,FigStereotypesGroup,123,560,23,61,32,152,20,42,2,18
argouml-app,org.argouml.uml.diagram.ui,ActionAddNote,239,17,32,0,63,7,18,1,2,1
argouml-app,org.argouml.uml.diagram.ui,SelectionClassifierBox.Button,18,0,0,0,6,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,FigRole,18,31,5,1,4,7,4,3,1,3
argouml-app,org.argouml.uml.diagram.ui,ActionNavigability,129,0,20,0,24,0,15,0,5,0
argouml-app,org.argouml.uml.diagram.ui,FigStereotype,58,68,15,3,15,21,10,6,1,6
argouml-app,org.argouml.uml.diagram.ui,InitDiagramAppearanceUI,28,4,0,0,7,2,3,2,3,2
argouml-app,org.argouml.uml.diagram.ui,ModeCreateGeneralization,6,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ModeLabelDragFactory,4,8,0,0,1,2,1,2,1,2
argouml-app,org.argouml.uml.diagram.ui,FigNameWithAbstract,0,26,1,3,0,7,1,3,0,2
argouml-app,org.argouml.uml.diagram.ui,ModeCreateAssociationClass,147,0,6,0,43,0,9,0,6,0
argouml-app,org.argouml.uml.diagram.ui,FigOperationsCompartment,4,25,0,0,2,7,2,4,2,4
argouml-app,org.argouml.uml.diagram.ui,SelectionMoveClarifiers,13,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddExistingNodes,64,0,8,0,23,0,7,0,3,0
argouml-app,org.argouml.uml.diagram.ui,ImageSelection,45,0,6,0,12,0,7,0,4,0
argouml-app,org.argouml.uml.diagram.ui,FigClassAssociationClass,22,9,4,0,6,3,3,1,1,1
argouml-app,org.argouml.uml.diagram.ui,FigPermission,0,5,0,0,0,2,0,1,0,1
argouml-app,org.argouml.uml.diagram.ui,StylePanelFigMessage,101,0,6,0,30,0,7,0,4,0
argouml-app,org.argouml.uml.diagram.ui,TabDiagram,529,13,76,0,140,4,58,2,20,2
argouml-app,org.argouml.uml.diagram.ui,SelectionEdgeClarifiers,42,0,6,0,11,0,5,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ArgoFigText,73,125,13,5,25,36,17,8,9,7
argouml-app,org.argouml.uml.diagram.ui,ModeCreatePermission,6,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ActionVisibilityPublic,32,0,2,0,10,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigKeyword,6,67,3,3,0,22,3,6,0,6
argouml-app,org.argouml.uml.diagram.ui,FigSingleLineText,35,213,17,17,7,61,15,17,1,14
argouml-app,org.argouml.uml.diagram.ui,FigAbstraction,0,14,0,0,0,5,0,2,0,2
argouml-app,org.argouml.uml.diagram.ui,ActionVisibilityPrivate,32,0,2,0,10,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,ActionSetAddAssociationMode,21,0,0,0,5,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,ActionRemoveFromDiagram,61,0,10,0,18,0,7,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ArgoFig,0,19,0,0,0,6,0,1,0,1
argouml-app,org.argouml.uml.diagram.ui,ActionAddExistingNode,77,0,10,0,27,0,8,0,3,0
argouml-app,org.argouml.uml.diagram.ui,PathConvPercent2,177,0,8,0,37,0,10,0,6,0
argouml-app,org.argouml.uml.diagram.ui,FigDependency,14,60,0,0,7,15,3,4,3,4
argouml-app,org.argouml.uml.diagram.ui,ActionSetAddAssociationClassMode,8,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,ActionModifierActive,26,0,2,0,6,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,ModeCreateAssociation,50,0,2,0,16,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,ActionSetMode,53,55,1,1,19,20,8,6,7,6
argouml-app,org.argouml.uml.diagram.ui,FigEdgeModelElement,1743,509,253,39,444,143,206,35,68,27
argouml-app,org.argouml.uml.diagram.ui,ActionList,160,0,48,0,49,0,31,0,7,0
argouml-app,org.argouml.uml.diagram.ui,ActionStereotypeViewBigIcon,6,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,FigMultiLineTextWithBold,15,7,2,0,3,2,2,1,1,1
argouml-app,org.argouml.uml.diagram.ui,SelectionClassifierBox,258,0,16,0,52,0,14,0,6,0
argouml-app,org.argouml.uml.diagram.ui,FigSingleLineText.new Runnable() {...},12,16,0,0,3,4,0,2,0,2
argouml-app,org.argouml.uml.diagram.ui,ArgoFigUtil,37,59,13,7,13,17,10,5,1,4
argouml-app,org.argouml.uml.diagram.ui,PathItemPlacement,449,424,17,33,73,105,26,32,16,17
argouml-app,org.argouml.uml.diagram.ui,ActionMultiplicity,152,0,8,0,41,0,16,0,12,0
argouml-app,org.argouml.uml.diagram.ui,FigTrace,26,0,0,0,10,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ModeLabelDrag,152,25,10,0,35,8,9,2,4,2
argouml-app,org.argouml.uml.diagram.ui,SettingsTabDiagramAppearance,513,0,34,0,134,0,33,0,16,0
argouml-app,org.argouml.uml.diagram.ui,ArgoEditor,188,0,26,0,53,0,19,0,6,0
argouml-app,org.argouml.uml.diagram.ui,ActionEdgesDisplay,105,0,10,0,34,0,11,0,6,0
argouml-app,org.argouml.uml.diagram.ui,ModeCreateCommentEdge,48,0,14,0,14,0,10,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigCompartment,92,429,10,42,27,111,16,34,7,17
argouml-app,org.argouml.uml.diagram.ui,SelectionRerouteEdge,237,0,24,0,68,0,16,0,4,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddAllClassesFromModel,47,11,8,0,14,4,5,2,1,2
argouml-app,org.argouml.uml.diagram.ui,FigMultiLineText,0,31,0,0,0,11,0,2,0,2
argouml-app,org.argouml.uml.diagram.ui,ModeAddToDiagram,266,0,30,0,75,0,21,0,6,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddMessage,98,0,6,0,32,0,8,0,5,0
argouml-app,org.argouml.uml.diagram.ui,SelectionNodeClarifiers2,614,0,68,0,134,0,56,0,20,0
argouml-app,org.argouml.uml.diagram.ui,FigExtensionPointsCompartment,4,25,0,0,2,7,2,4,2,4
argouml-app,org.argouml.uml.diagram.ui,PropPanelString,186,0,14,0,54,0,20,0,13,0
argouml-app,org.argouml.uml.diagram.ui,FigEdgeAssociationClass,125,35,20,2,36,14,17,5,6,5
argouml-app,org.argouml.uml.diagram.ui,DnDJGraph,230,7,24,0,81,3,22,2,10,2
argouml-app,org.argouml.uml.diagram.ui,ArgoModeCreateFigText,21,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigNodeAssociation,219,247,38,4,63,53,29,11,8,11
argouml-app,org.argouml.uml.diagram.ui,ActionModifierAbstract,26,0,2,0,7,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,ActionSetDiagramHomeModel,30,3,6,0,10,2,4,1,1,1
argouml-app,org.argouml.uml.diagram.ui,FigOrdering,70,29,15,1,15,6,10,2,2,2
argouml-app,org.argouml.uml.diagram.ui,PropPanelDiagram,5,62,1,1,2,13,2,2,1,2
argouml-app,org.argouml.uml.diagram.ui,ActionSetAddCommentLinkMode,0,7,0,0,0,2,0,1,0,1
argouml-app,org.argouml.uml.diagram.ui,FigCompartmentBox,161,696,41,51,47,171,32,42,5,23
argouml-app,org.argouml.uml.diagram.ui,FigEnumLiteralsCompartment,4,23,0,0,2,6,2,4,2,4
argouml-app,org.argouml.uml.diagram.ui,FigEmptyRect,12,0,0,0,5,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigAttributesCompartment,4,25,0,0,2,7,2,4,2,4
argouml-app,org.argouml.uml.diagram.ui,AddToDiagramMemento,86,0,6,0,21,0,8,0,5,0
argouml-app,org.argouml.uml.diagram.ui,ActionSetAddAssociationEndMode,8,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddExtensionPoint.new TargetListener() {...},17,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.uml.diagram.ui,ActionAggregation,359,0,32,0,82,0,30,0,14,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddConcurrentRegion,260,0,18,0,73,0,13,0,4,0
argouml-app,org.argouml.uml.diagram.ui,SPFigEdgeModelElement,0,53,0,0,0,13,0,1,0,1
argouml-app,org.argouml.uml.diagram.ui,FigNodeModelElement,2387,973,403,101,580,292,293,82,66,57
argouml-app,org.argouml.uml.diagram.ui,FigEdgeModelElement.new Runnable() {...},6,11,0,0,2,4,0,2,0,2
argouml-app,org.argouml.uml.diagram.ui,FigEdgeModelElement.new Runnable() {...},22,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,FigCompartmentBox.new Runnable() {...},26,0,0,0,7,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,FigUsage,0,5,0,0,0,2,0,1,0,1
argouml-app,org.argouml.uml.diagram.ui,ActionAddExistingEdge,57,0,8,0,20,0,7,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigAssociationEnd,110,80,18,0,33,16,16,4,7,4
argouml-app,org.argouml.uml.diagram.ui,FigNodeModelElement.SelectionDefaultClarifiers,17,0,0,0,8,0,6,0,6,0
argouml-app,org.argouml.uml.diagram.ui,AddExistingNodeCommand,184,0,10,0,52,0,12,0,7,0
argouml-app,org.argouml.uml.diagram.ui,ModeCreateAssociationEnd,305,0,24,0,94,0,17,0,5,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddAssociationRole,52,0,2,0,13,0,3,0,2,0
argouml-app,org.argouml.uml.diagram.ui,StatusBarAdapter,11,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ActionModifierLeaf,26,0,2,0,6,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,AbstractActionCheckBoxMenuItem,73,0,10,0,27,0,8,0,3,0
argouml-app,org.argouml.uml.diagram.ui,FigCompartment.FigSeparator,0,15,0,0,0,6,0,3,0,3
argouml-app,org.argouml.uml.diagram.ui,ActionStereotypeViewSmallIcon,6,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,FigEdgePort,45,52,2,6,9,15,8,5,6,3
argouml-app,org.argouml.uml.diagram.ui,FigTextGroup,117,117,27,9,27,34,22,9,8,5
argouml-app,org.argouml.uml.diagram.ui,ModeCreateGraphEdge,401,0,54,0,117,0,33,0,6,0
argouml-app,org.argouml.uml.diagram.ui,FigAssociationClass,148,66,43,7,53,27,32,6,7,6
argouml-app,org.argouml.uml.diagram.ui,ActionSaveDiagramToClipboard,155,0,28,0,42,0,19,0,5,0
argouml-app,org.argouml.uml.diagram.ui,FigGeneralization,56,150,14,6,19,36,13,6,4,5
argouml-app,org.argouml.uml.diagram.ui,ArgoFigGroup,53,23,9,1,16,9,9,4,4,4
argouml-app,org.argouml.uml.diagram.ui,ActionModifierRoot,26,0,2,0,6,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.ui,TabDiagram.new Runnable() {...},22,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,ActionAddMessage.new TargetListener() {...},17,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.uml.diagram.ui,FigAssociationEndAnnotation,94,142,25,5,24,30,17,4,2,4
argouml-app,org.argouml.uml.diagram.ui,FigSingleLineTextWithNotation,129,91,24,8,42,29,30,10,15,9
argouml-app,org.argouml.uml.diagram.ui,FigNameWithAbstractAndBold,2,20,1,1,0,5,1,2,0,2
argouml-app,org.argouml.uml.diagram.ui,ModeCreateDependency,6,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,CompartmentFigText,46,16,2,0,14,5,8,1,7,1
argouml-app,org.argouml.uml.diagram.ui,ActionStereotypeViewTextual,6,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.ui,ActionSetPath,146,0,28,0,42,0,18,0,4,0
argouml-app,org.argouml.uml.diagram.ui,FigAssociation,658,160,89,5,151,39,67,9,20,9
argouml-app,org.argouml.uml.diagram.ui,FigMultiplicity,0,31,0,0,0,5,0,2,0,2
argouml-app,org.argouml.uml.diagram.ui,FigMessage,207,544,20,18,39,99,29,16,12,13
argouml-app,org.argouml.uml.diagram.ui,ModeCreateUsage,6,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.ui,SettingsTabDiagramAppearance.new Memento() {...},17,0,0,0,5,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.ui,SettingsTabDiagramAppearance.new ActionListener() {...},39,0,2,0,9,0,3,0,2,0
argouml-app,org.argouml.uml.diagram.ui,RadioAction,46,20,10,0,18,6,7,1,2,1
argouml-app,org.argouml.uml.diagram.ui,FigAssociation.EndDecoration,25,69,0,0,8,10,6,2,6,2
argouml-app,org.argouml.uml.diagram.ui,ActionAddExtensionPoint,73,0,10,0,25,0,10,0,5,0
argouml-app,org.argouml.uml.diagram.ui,StylePanelFigAssociationClass,225,0,24,0,66,0,18,0,6,0
argouml-app,org.argouml.uml.diagram.ui,DiagramNameDocument,95,47,8,2,33,17,10,5,6,4
argouml-app,org.argouml.uml.diagram.ui,UMLDiagram,517,197,30,4,110,39,42,9,25,9
argouml-app,org.argouml.uml.diagram.ui,FigProfileIcon,122,0,0,0,26,0,5,0,5,0
argouml-app,org.argouml.cognitive.checklist,ChecklistStatus,0,16,0,0,0,6,0,3,0,3
argouml-app,org.argouml.cognitive.checklist,Checklist,49,38,2,2,7,12,2,6,1,5
argouml-app,org.argouml.cognitive.checklist,CheckItem,17,66,1,1,5,22,5,11,4,11
argouml-app,org.argouml.cognitive.checklist,CheckManager,67,37,9,5,18,12,9,4,3,3
argouml-app,org.argouml.uml.util,SortedListModel,214,0,20,0,58,0,29,0,19,0
argouml-app,org.argouml.uml.util,PathComparator,49,161,14,38,11,55,10,19,0,3
argouml-app,org.argouml.uml.util,ModelUtil,169,0,26,0,31,0,14,0,1,0
argouml-app,org.argouml.application.api,Argo,7,164,1,1,4,75,3,2,2,2
argouml-app,org.argouml.application.api,AbstractArgoJPanel,102,47,6,0,26,19,7,8,4,8
argouml-app,org.argouml.uml.diagram.state,PredIsFinalState,11,0,0,0,3,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.state,StateDiagramGraphModel,623,21,128,2,184,8,80,4,15,4
argouml-app,org.argouml.uml.diagram.state,PredIsStartState,22,0,4,0,5,0,5,0,3,0
argouml-app,org.argouml.gefext,ArgoFigCircle,52,0,0,0,14,0,6,0,6,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigInk,20,0,0,0,5,0,3,0,3,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigLine,16,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.gefext,ArgoFigInk,58,0,0,0,16,0,7,0,7,0
argouml-app,org.argouml.gefext,ArgoFigSpline,58,0,0,0,16,0,7,0,7,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigSpline,33,0,0,0,10,0,3,0,3,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigRRect,14,0,0,0,3,0,3,0,3,0
argouml-app,org.argouml.gefext,ArgoFigPoly,50,8,0,0,13,3,6,1,6,1
argouml-app,org.argouml.gefext,ArgoFigRRect,52,0,0,0,14,0,6,0,6,0
argouml-app,org.argouml.gefext,ArgoFigRect,52,0,0,0,14,0,6,0,6,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigPoly,33,0,0,0,10,0,3,0,3,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigRect,14,0,0,0,3,0,3,0,3,0
argouml-app,org.argouml.gefext,ArgoModeCreateFigCircle,14,0,0,0,3,0,3,0,3,0
argouml-app,org.argouml.gefext,DeferredBufferedImage,453,0,16,0,88,0,34,0,26,0
argouml-app,org.argouml.gefext,ArgoFigLine,73,0,0,0,18,0,8,0,8,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramNoteEdge,68,0,2,0,19,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramLayouter,765,0,68,0,170,0,51,0,17,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramGeneralizationEdge,4,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramLayouter.NodeRow,297,0,36,0,71,0,27,0,9,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramNote,62,0,10,0,11,0,12,0,7,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramNode,362,0,30,0,93,0,44,0,29,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramEdge,53,0,0,0,17,0,9,0,9,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramModelElementFactory,72,0,12,0,18,0,8,0,2,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramInheritanceEdge,252,0,2,0,41,0,10,0,9,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramRealizationEdge,4,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.static_structure.layout,ClassdiagramAssociationEdge,84,0,2,0,17,0,4,0,3,0
argouml-app,org.argouml.swingext,LeftArrowIcon,47,3,0,0,10,1,3,1,3,1
argouml-app,org.argouml.swingext,JLinkButton,231,0,24,0,58,0,27,0,15,0
argouml-app,org.argouml.swingext,GlassPane,155,0,32,0,48,0,21,0,5,0
argouml-app,org.argouml.swingext,BasicLinkButtonUI,139,0,20,0,35,0,14,0,4,0
argouml-app,org.argouml.swingext,SpacerPanel,23,25,0,0,2,5,2,3,2,3
argouml-app,org.argouml.swingext,GlassPane.new KeyAdapter() {...},6,0,0,0,1,0,1,0,1,0
argouml-app,org.argouml.swingext,GlassPane.new MouseAdapter() {...},7,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.swingext,UpArrowIcon,45,3,0,0,10,1,3,1,3,1
argouml-app,org.argouml.kernel,DelayedChangeNotify,15,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.kernel,ProjectManager,108,364,10,24,30,105,15,29,6,21
argouml-app,org.argouml.kernel,ProjectSettings.new Memento() {...},24,32,4,2,3,5,3,3,1,2
argouml-app,org.argouml.kernel,ProjectSettings.new Memento() {...},26,30,5,1,3,5,4,2,1,2
argouml-app,org.argouml.kernel,ProjectSettings.new Memento() {...},24,32,4,2,3,5,3,3,1,2
argouml-app,org.argouml.kernel,ProjectSettings.new Memento() {...},24,32,4,2,3,5,3,3,1,2
